Word,MD,PartIndex,Part,Type,Meaning
sumptuous,Words/s/sumptuous.md,1,sumptu,stem,
sumptuous,Words/s/sumptuous.md,2,ous,suffix,充满
sun,Words/s/sun.md,1,sun,word,
sunburn,Words/s/sunburn.md,1,sunburn,word,
sundae,Words/s/sundae.md,1,sundae,word,
sundown,Words/s/sundown.md,1,sundown,word,
sunflower,Words/s/sunflower.md,1,sunflow,stem,
sunflower,Words/s/sunflower.md,2,er,suffix,人/比较级
sunglasses,Words/s/sunglasses.md,1,sunglasses,word,
sunken,Words/s/sunken.md,1,sunken,word,
sunlight,Words/s/sunlight.md,1,sunlight,word,
sunlit,Words/s/sunlit.md,1,sunlit,word,
sunni,Words/s/sunni.md,1,sunni,word,
sunny,Words/s/sunny.md,1,sunn,stem,
sunny,Words/s/sunny.md,2,y,suffix,形容词/名词后缀
sunrise,Words/s/sunrise.md,1,sunrise,word,
sunscreen,Words/s/sunscreen.md,1,sunscreen,word,
sunset,Words/s/sunset.md,1,sunset,word,
sunshine,Words/s/sunshine.md,1,sunshine,word,
sunspot,Words/s/sunspot.md,1,sunspot,word,
sup,Words/s/sup.md,1,sup,word,
super,Words/s/super.md,1,sup,stem,
super,Words/s/super.md,2,er,suffix,人/比较级
superb,Words/s/superb.md,1,superb,word,
superbly,Words/s/superbly.md,1,super,prefix,上/超
superbly,Words/s/superbly.md,2,bly,stem,
supercomputer,Words/s/supercomputer.md,1,super,prefix,上/超
supercomputer,Words/s/supercomputer.md,2,comput,stem,
supercomputer,Words/s/supercomputer.md,3,er,suffix,人/比较级
superconducting,Words/s/superconducting.md,1,super,prefix,上/超
superconducting,Words/s/superconducting.md,2,duct,root,引导
superconducting,Words/s/superconducting.md,3,ing,suffix,进行/名词
superficial,Words/s/superficial.md,1,super,prefix,上/超
superficial,Words/s/superficial.md,2,fic,root,做
superficial,Words/s/superficial.md,3,al,suffix,形容词/名词后缀
superficially,Words/s/superficially.md,1,super,prefix,上/超
superficially,Words/s/superficially.md,2,fic,root,做
superficially,Words/s/superficially.md,3,ly,suffix,副词后缀
superfluous,Words/s/superfluous.md,1,super,prefix,上/超
superfluous,Words/s/superfluous.md,2,flu,stem,
superfluous,Words/s/superfluous.md,3,ous,suffix,充满
superhero,Words/s/superhero.md,1,super,prefix,上/超
superhero,Words/s/superhero.md,2,hero,stem,
superhighway,Words/s/superhighway.md,1,super,prefix,上/超
superhighway,Words/s/superhighway.md,2,highwa,stem,
superhighway,Words/s/superhighway.md,3,y,suffix,形容词/名词后缀
superhuman,Words/s/superhuman.md,1,super,prefix,上/超
superhuman,Words/s/superhuman.md,2,man,root,手
superimpose,Words/s/superimpose.md,1,super,prefix,上/超
superimpose,Words/s/superimpose.md,2,pos,root,放
superintendent,Words/s/superintendent.md,1,super,prefix,上/超
superintendent,Words/s/superintendent.md,2,intend,stem,
superintendent,Words/s/superintendent.md,3,ent,suffix,人/物
superior,Words/s/superior.md,1,super,prefix,上/超
superior,Words/s/superior.md,2,ior,stem,
superiority,Words/s/superiority.md,1,super,prefix,上/超
superiority,Words/s/superiority.md,2,ior,stem,
superiority,Words/s/superiority.md,3,ity,suffix,性质
supermarket,Words/s/supermarket.md,1,super,prefix,上/超
supermarket,Words/s/supermarket.md,2,market,stem,
supermodel,Words/s/supermodel.md,1,super,prefix,上/超
supermodel,Words/s/supermodel.md,2,model,stem,
supernatural,Words/s/supernatural.md,1,super,prefix,上/超
supernatural,Words/s/supernatural.md,2,natur,stem,
supernatural,Words/s/supernatural.md,3,al,suffix,形容词/名词后缀
supernova,Words/s/supernova.md,1,super,prefix,上/超
supernova,Words/s/supernova.md,2,nova,stem,
superpower,Words/s/superpower.md,1,super,prefix,上/超
superpower,Words/s/superpower.md,2,pow,stem,
superpower,Words/s/superpower.md,3,er,suffix,人/比较级
supersede,Words/s/supersede.md,1,super,prefix,上/超
supersede,Words/s/supersede.md,2,sede,stem,
supersonic,Words/s/supersonic.md,1,super,prefix,上/超
supersonic,Words/s/supersonic.md,2,son,stem,
supersonic,Words/s/supersonic.md,3,ic,suffix,形容词后缀
superstar,Words/s/superstar.md,1,super,prefix,上/超
superstar,Words/s/superstar.md,2,star,stem,
superstition,Words/s/superstition.md,1,super,prefix,上/超
superstition,Words/s/superstition.md,2,sti,stem,
superstition,Words/s/superstition.md,3,tion,suffix,名词后缀
superstitious,Words/s/superstitious.md,1,super,prefix,上/超
superstitious,Words/s/superstitious.md,2,stiti,stem,
superstitious,Words/s/superstitious.md,3,ous,suffix,充满
supervise,Words/s/supervise.md,1,super,prefix,上/超
supervise,Words/s/supervise.md,2,vis,root,看
supervision,Words/s/supervision.md,1,super,prefix,上/超
supervision,Words/s/supervision.md,2,vis,root,看
supervision,Words/s/supervision.md,3,ion,suffix,名词后缀
supervisor,Words/s/supervisor.md,1,super,prefix,上/超
supervisor,Words/s/supervisor.md,2,vis,root,看
supervisor,Words/s/supervisor.md,3,or,suffix,人/物
supervisory,Words/s/supervisory.md,1,super,prefix,上/超
supervisory,Words/s/supervisory.md,2,vis,root,看
supervisory,Words/s/supervisory.md,3,y,suffix,形容词/名词后缀
supper,Words/s/supper.md,1,supp,stem,
supper,Words/s/supper.md,2,er,suffix,人/比较级
supplant,Words/s/supplant.md,1,suppl,stem,
supplant,Words/s/supplant.md,2,ant,suffix,人/物
supple,Words/s/supple.md,1,supple,word,
supplement,Words/s/supplement.md,1,supple,stem,
supplement,Words/s/supplement.md,2,ment,suffix,名词后缀
supplemental,Words/s/supplemental.md,1,supplement,stem,
supplemental,Words/s/supplemental.md,2,al,suffix,形容词/名词后缀
supplementary,Words/s/supplementary.md,1,supplement,stem,
supplementary,Words/s/supplementary.md,2,ary,suffix,有关
supplementation,Words/s/supplementation.md,1,supplement,stem,
supplementation,Words/s/supplementation.md,2,ation,suffix,名词后缀
supplier,Words/s/supplier.md,1,suppli,stem,
supplier,Words/s/supplier.md,2,er,suffix,人/比较级
supply,Words/s/supply.md,1,supp,stem,
supply,Words/s/supply.md,2,ly,suffix,副词后缀
support,Words/s/support.md,1,port,root,搬运
supporter,Words/s/supporter.md,1,port,root,搬运
supporter,Words/s/supporter.md,2,er,suffix,人/比较级
supporting,Words/s/supporting.md,1,port,root,搬运
supporting,Words/s/supporting.md,2,ing,suffix,进行/名词
supportive,Words/s/supportive.md,1,port,root,搬运
supportive,Words/s/supportive.md,2,ive,suffix,形容词后缀
suppose,Words/s/suppose.md,1,pos,root,放
supposed,Words/s/supposed.md,1,pos,root,放
supposed,Words/s/supposed.md,2,ed,suffix,过去/形容词
supposedly,Words/s/supposedly.md,1,pos,root,放
supposedly,Words/s/supposedly.md,2,ly,suffix,副词后缀
supposition,Words/s/supposition.md,1,pos,root,放
supposition,Words/s/supposition.md,2,tion,suffix,名词后缀
suppress,Words/s/suppress.md,1,press,root,压
suppression,Words/s/suppression.md,1,suppres,stem,
suppression,Words/s/suppression.md,2,sion,suffix,名词后缀
supremacist,Words/s/supremacist.md,1,supremac,stem,
supremacist,Words/s/supremacist.md,2,ist,suffix,人
supremacy,Words/s/supremacy.md,1,supremac,stem,
supremacy,Words/s/supremacy.md,2,y,suffix,形容词/名词后缀
supreme,Words/s/supreme.md,1,supreme,word,
supremely,Words/s/supremely.md,1,supreme,stem,
supremely,Words/s/supremely.md,2,ly,suffix,副词后缀
surcharge,Words/s/surcharge.md,1,surcharge,word,
sure,Words/s/sure.md,1,sure,word,
surely,Words/s/surely.md,1,sure,stem,
surely,Words/s/surely.md,2,ly,suffix,副词后缀
surf,Words/s/surf.md,1,surf,word,
surface,Words/s/surface.md,1,fac,root,做
surfer,Words/s/surfer.md,1,surf,stem,
surfer,Words/s/surfer.md,2,er,suffix,人/比较级
surge,Words/s/surge.md,1,surge,word,
surgeon,Words/s/surgeon.md,1,surgeon,word,
surgery,Words/s/surgery.md,1,surger,stem,
surgery,Words/s/surgery.md,2,y,suffix,形容词/名词后缀
surgical,Words/s/surgical.md,1,surg,stem,
surgical,Words/s/surgical.md,2,ical,suffix,形容词后缀
surgically,Words/s/surgically.md,1,surgical,stem,
surgically,Words/s/surgically.md,2,ly,suffix,副词后缀
surly,Words/s/surly.md,1,sur,stem,
surly,Words/s/surly.md,2,ly,suffix,副词后缀
surmise,Words/s/surmise.md,1,surmise,word,
surmount,Words/s/surmount.md,1,surmount,word,
surname,Words/s/surname.md,1,surname,word,
surpass,Words/s/surpass.md,1,surpass,word,
surplus,Words/s/surplus.md,1,surplus,word,
surprise,Words/s/surprise.md,1,surprise,word,
surprised,Words/s/surprised.md,1,surpris,stem,
surprised,Words/s/surprised.md,2,ed,suffix,过去/形容词
surprising,Words/s/surprising.md,1,surpris,stem,
surprising,Words/s/surprising.md,2,ing,suffix,进行/名词
surprisingly,Words/s/surprisingly.md,1,surprising,stem,
surprisingly,Words/s/surprisingly.md,2,ly,suffix,副词后缀
surreal,Words/s/surreal.md,1,surre,stem,
surreal,Words/s/surreal.md,2,al,suffix,形容词/名词后缀
surrender,Words/s/surrender.md,1,surrend,stem,
surrender,Words/s/surrender.md,2,er,suffix,人/比较级
surreptitiously,Words/s/surreptitiously.md,1,surreptitious,stem,
surreptitiously,Words/s/surreptitiously.md,2,ly,suffix,副词后缀
surrogate,Words/s/surrogate.md,1,surrogate,word,
surround,Words/s/surround.md,1,surround,word,
surrounding,Words/s/surrounding.md,1,surround,stem,
surrounding,Words/s/surrounding.md,2,ing,suffix,进行/名词
surroundings,Words/s/surroundings.md,1,surroundings,word,
surveillance,Words/s/surveillance.md,1,surveill,stem,
surveillance,Words/s/surveillance.md,2,ance,suffix,名词后缀
survey,Words/s/survey.md,1,surve,stem,
survey,Words/s/survey.md,2,y,suffix,形容词/名词后缀
surveyor,Words/s/surveyor.md,1,survey,stem,
surveyor,Words/s/surveyor.md,2,or,suffix,人/物
survival,Words/s/survival.md,1,surviv,stem,
survival,Words/s/survival.md,2,al,suffix,形容词/名词后缀
survive,Words/s/survive.md,1,surv,stem,
survive,Words/s/survive.md,2,ive,suffix,形容词后缀
surviving,Words/s/surviving.md,1,surviv,stem,
surviving,Words/s/surviving.md,2,ing,suffix,进行/名词
survivor,Words/s/survivor.md,1,surviv,stem,
survivor,Words/s/survivor.md,2,or,suffix,人/物
susceptibility,Words/s/susceptibility.md,1,susceptibil,stem,
susceptibility,Words/s/susceptibility.md,2,ity,suffix,性质
susceptible,Words/s/susceptible.md,1,suscept,stem,
susceptible,Words/s/susceptible.md,2,ible,suffix,可
sushi,Words/s/sushi.md,1,sushi,word,
suspect,Words/s/suspect.md,1,spect,root,看
suspected,Words/s/suspected.md,1,spect,root,看
suspected,Words/s/suspected.md,2,ed,suffix,过去/形容词
suspend,Words/s/suspend.md,1,suspend,word,
suspended,Words/s/suspended.md,1,suspend,stem,
suspended,Words/s/suspended.md,2,ed,suffix,过去/形容词
suspenders,Words/s/suspenders.md,1,suspenders,word,
suspense,Words/s/suspense.md,1,suspense,word,
suspension,Words/s/suspension.md,1,suspen,stem,
suspension,Words/s/suspension.md,2,sion,suffix,名词后缀
suspicion,Words/s/suspicion.md,1,spic,root,看
suspicion,Words/s/suspicion.md,2,ion,suffix,名词后缀
suspicious,Words/s/suspicious.md,1,spic,root,看
suspicious,Words/s/suspicious.md,2,ous,suffix,充满
suspiciously,Words/s/suspiciously.md,1,spic,root,看
suspiciously,Words/s/suspiciously.md,2,ly,suffix,副词后缀
sustain,Words/s/sustain.md,1,sustain,word,
sustainability,Words/s/sustainability.md,1,sustain,stem,
sustainability,Words/s/sustainability.md,2,ability,suffix,能力
sustainable,Words/s/sustainable.md,1,sustain,stem,
sustainable,Words/s/sustainable.md,2,able,suffix,可
sustained,Words/s/sustained.md,1,sustain,stem,
sustained,Words/s/sustained.md,2,ed,suffix,过去/形容词
sustenance,Words/s/sustenance.md,1,susten,stem,
sustenance,Words/s/sustenance.md,2,ance,suffix,名词后缀
swab,Words/s/swab.md,1,swab,word,
swagger,Words/s/swagger.md,1,swagg,stem,
swagger,Words/s/swagger.md,2,er,suffix,人/比较级
swallow,Words/s/swallow.md,1,swallow,word,
swamp,Words/s/swamp.md,1,swamp,word,
swan,Words/s/swan.md,1,swan,word,
swap,Words/s/swap.md,1,swap,word,
swarm,Words/s/swarm.md,1,swarm,word,
swastika,Words/s/swastika.md,1,swastika,word,
swat,Words/s/swat.md,1,swat,word,
swath,Words/s/swath.md,1,swath,word,
sway,Words/s/sway.md,1,swa,stem,
sway,Words/s/sway.md,2,y,suffix,形容词/名词后缀
swear,Words/s/swear.md,1,swear,word,
sweat,Words/s/sweat.md,1,sweat,word,
sweater,Words/s/sweater.md,1,sweat,stem,
sweater,Words/s/sweater.md,2,er,suffix,人/比较级
sweating,Words/s/sweating.md,1,sweat,stem,
sweating,Words/s/sweating.md,2,ing,suffix,进行/名词
sweatshirt,Words/s/sweatshirt.md,1,sweatshirt,word,
sweatshop,Words/s/sweatshop.md,1,sweatshop,word,
sweaty,Words/s/sweaty.md,1,swea,stem,
sweaty,Words/s/sweaty.md,2,ty,suffix,性质
swede,Words/s/swede.md,1,swede,word,
swedish,Words/s/swedish.md,1,swedish,word,
sweep,Words/s/sweep.md,1,sweep,word,
sweeping,Words/s/sweeping.md,1,sweep,stem,
sweeping,Words/s/sweeping.md,2,ing,suffix,进行/名词
sweet,Words/s/sweet.md,1,sweet,word,
sweeten,Words/s/sweeten.md,1,sweeten,word,
sweetener,Words/s/sweetener.md,1,sweeten,stem,
sweetener,Words/s/sweetener.md,2,er,suffix,人/比较级
sweetheart,Words/s/sweetheart.md,1,sweetheart,word,
sweetie,Words/s/sweetie.md,1,sweetie,word,
sweetly,Words/s/sweetly.md,1,sweet,stem,
sweetly,Words/s/sweetly.md,2,ly,suffix,副词后缀
sweetness,Words/s/sweetness.md,1,sweet,stem,
sweetness,Words/s/sweetness.md,2,ness,suffix,性质
swell,Words/s/swell.md,1,swell,word,
swelling,Words/s/swelling.md,1,swell,stem,
swelling,Words/s/swelling.md,2,ing,suffix,进行/名词
sweltering,Words/s/sweltering.md,1,swelter,stem,
sweltering,Words/s/sweltering.md,2,ing,suffix,进行/名词
swerve,Words/s/swerve.md,1,swerve,word,
swift,Words/s/swift.md,1,swift,word,
swiftly,Words/s/swiftly.md,1,swift,stem,
swiftly,Words/s/swiftly.md,2,ly,suffix,副词后缀
swig,Words/s/swig.md,1,swig,word,
swim,Words/s/swim.md,1,swim,word,
swimmer,Words/s/swimmer.md,1,swimm,stem,
swimmer,Words/s/swimmer.md,2,er,suffix,人/比较级
swimming,Words/s/swimming.md,1,swimm,stem,
swimming,Words/s/swimming.md,2,ing,suffix,进行/名词
swimsuit,Words/s/swimsuit.md,1,swimsuit,word,
swine,Words/s/swine.md,1,swine,word,
swing,Words/s/swing.md,1,swing,word,
swinging,Words/s/swinging.md,1,swing,stem,
swinging,Words/s/swinging.md,2,ing,suffix,进行/名词
swipe,Words/s/swipe.md,1,swipe,word,
swirl,Words/s/swirl.md,1,swirl,word,
swirling,Words/s/swirling.md,1,swirl,stem,
swirling,Words/s/swirling.md,2,ing,suffix,进行/名词
swish,Words/s/swish.md,1,swish,word,
swiss,Words/s/swiss.md,1,swiss,word,
switch,Words/s/switch.md,1,switch,word,
switching,Words/s/switching.md,1,switch,stem,
switching,Words/s/switching.md,2,ing,suffix,进行/名词
swivel,Words/s/swivel.md,1,swivel,word,
swollen,Words/s/swollen.md,1,swollen,word,
swoon,Words/s/swoon.md,1,swoon,word,
swoop,Words/s/swoop.md,1,swoop,word,
sword,Words/s/sword.md,1,sword,word,
swordfish,Words/s/swordfish.md,1,swordfish,word,
sworn,Words/s/sworn.md,1,sworn,word,
syllable,Words/s/syllable.md,1,syll,stem,
syllable,Words/s/syllable.md,2,able,suffix,可
syllabus,Words/s/syllabus.md,1,syllabus,word,
symbiotic,Words/s/symbiotic.md,1,bio,root,生命
symbiotic,Words/s/symbiotic.md,2,ic,suffix,形容词后缀
symbol,Words/s/symbol.md,1,symbol,word,
symbolic,Words/s/symbolic.md,1,symbol,stem,
symbolic,Words/s/symbolic.md,2,ic,suffix,形容词后缀
symbolically,Words/s/symbolically.md,1,symbolical,stem,
symbolically,Words/s/symbolically.md,2,ly,suffix,副词后缀
symbolism,Words/s/symbolism.md,1,symbol,stem,
symbolism,Words/s/symbolism.md,2,ism,suffix,主义
symbolize,Words/s/symbolize.md,1,symbol,stem,
symbolize,Words/s/symbolize.md,2,ize,suffix,使成为
symmetrical,Words/s/symmetrical.md,1,symmetr,stem,
symmetrical,Words/s/symmetrical.md,2,ical,suffix,形容词后缀
symmetry,Words/s/symmetry.md,1,symmetr,stem,
symmetry,Words/s/symmetry.md,2,y,suffix,形容词/名词后缀
sympathetic,Words/s/sympathetic.md,1,path,root,感
sympathetic,Words/s/sympathetic.md,2,ic,suffix,形容词后缀
sympathetically,Words/s/sympathetically.md,1,path,root,感
sympathetically,Words/s/sympathetically.md,2,ly,suffix,副词后缀
sympathize,Words/s/sympathize.md,1,path,root,感
sympathize,Words/s/sympathize.md,2,ize,suffix,使成为
sympathizer,Words/s/sympathizer.md,1,path,root,感
sympathizer,Words/s/sympathizer.md,2,er,suffix,人/比较级
sympathy,Words/s/sympathy.md,1,path,root,感
sympathy,Words/s/sympathy.md,2,y,suffix,形容词/名词后缀
symphony,Words/s/symphony.md,1,phon,root,声
symphony,Words/s/symphony.md,2,y,suffix,形容词/名词后缀
symposium,Words/s/symposium.md,1,pos,root,放
symptom,Words/s/symptom.md,1,symptom,word,
symptomatic,Words/s/symptomatic.md,1,symptomat,stem,
symptomatic,Words/s/symptomatic.md,2,ic,suffix,形容词后缀
synagogue,Words/s/synagogue.md,1,synagogue,word,
sync,Words/s/sync.md,1,sync,word,
synchronize,Words/s/synchronize.md,1,chron,root,时间
synchronize,Words/s/synchronize.md,2,ize,suffix,使成为
syndicate,Words/s/syndicate.md,1,syndicate,word,
syndicated,Words/s/syndicated.md,1,syndicat,stem,
syndicated,Words/s/syndicated.md,2,ed,suffix,过去/形容词
syndrome,Words/s/syndrome.md,1,syndrome,word,
synergy,Words/s/synergy.md,1,synerg,stem,
synergy,Words/s/synergy.md,2,y,suffix,形容词/名词后缀
synonym,Words/s/synonym.md,1,synonym,word,
synonymous,Words/s/synonymous.md,1,synonym,stem,
synonymous,Words/s/synonymous.md,2,ous,suffix,充满
synopsis,Words/s/synopsis.md,1,synopsis,word,
syntax,Words/s/syntax.md,1,syntax,word,
synthesis,Words/s/synthesis.md,1,synthesis,word,
synthesize,Words/s/synthesize.md,1,synthes,stem,
synthesize,Words/s/synthesize.md,2,ize,suffix,使成为
synthesizer,Words/s/synthesizer.md,1,synthesiz,stem,
synthesizer,Words/s/synthesizer.md,2,er,suffix,人/比较级
synthetic,Words/s/synthetic.md,1,synthet,stem,
synthetic,Words/s/synthetic.md,2,ic,suffix,形容词后缀
syphilis,Words/s/syphilis.md,1,syphilis,word,
syrian,Words/s/syrian.md,1,syrian,word,
syringe,Words/s/syringe.md,1,syringe,word,
syrup,Words/s/syrup.md,1,syrup,word,
system,Words/s/system.md,1,system,word,
systematic,Words/s/systematic.md,1,systemat,stem,
systematic,Words/s/systematic.md,2,ic,suffix,形容词后缀
systematically,Words/s/systematically.md,1,systematical,stem,
systematically,Words/s/systematically.md,2,ly,suffix,副词后缀
systemic,Words/s/systemic.md,1,system,stem,
systemic,Words/s/systemic.md,2,ic,suffix,形容词后缀
t-shirt,Words/t/t-shirt.md,1,t-shirt,word,
t-test,Words/t/t-test.md,1,t-test,word,
ta,Words/t/ta.md,1,ta,word,
tab,Words/t/tab.md,1,tab,word,
table,Words/t/table.md,1,table,word,
tableau,Words/t/tableau.md,1,tableau,word,
tablecloth,Words/t/tablecloth.md,1,tablecloth,word,
tablespoon,Words/t/tablespoon.md,1,tablespoon,word,
tablet,Words/t/tablet.md,1,tablet,word,
tabletop,Words/t/tabletop.md,1,tabletop,word,
tabloid,Words/t/tabloid.md,1,tabloid,word,
taboo,Words/t/taboo.md,1,taboo,word,
tabulate,Words/t/tabulate.md,1,tabulate,word,
tacit,Words/t/tacit.md,1,tacit,word,
tack,Words/t/tack.md,1,tack,word,
tackle,Words/t/tackle.md,1,tackle,word,
tacky,Words/t/tacky.md,1,tack,stem,
tacky,Words/t/tacky.md,2,y,suffix,形容词/名词后缀
taco,Words/t/taco.md,1,taco,word,
tact,Words/t/tact.md,1,act,root,做
tactic,Words/t/tactic.md,1,act,root,做
tactic,Words/t/tactic.md,2,ic,suffix,形容词后缀
tactical,Words/t/tactical.md,1,act,root,做
tactical,Words/t/tactical.md,2,ical,suffix,形容词后缀
tactile,Words/t/tactile.md,1,act,root,做
tad,Words/t/tad.md,1,tad,word,
tag,Words/t/tag.md,1,tag,word,
tail,Words/t/tail.md,1,tail,word,
tailback,Words/t/tailback.md,1,tailback,word,
tailor,Words/t/tailor.md,1,tail,stem,
tailor,Words/t/tailor.md,2,or,suffix,人/物
tailored,Words/t/tailored.md,1,tailor,stem,
