id,word,example_no,sentence,translation,word_meaning
012365,shin,2,She accidentally knocked her shin against the table.,她不小心把胫骨撞到了桌子上。,胫骨
012365,shin,3,The boy had a bruise on his shin after playing football.,这个男孩踢完足球后胫骨上有一块瘀伤。,胫骨
012366,shine,1,The sun shines brightly in the sky.,太阳在天空中明亮地照耀着。,照耀
012366,shine,2,Her eyes shone with excitement.,她的眼睛因兴奋而发亮。,发亮
012366,shine,3,This polish will make the shoes shine.,这种鞋油会让鞋子发亮。,使发亮
012367,shingle,1,The beach was lined with smooth shingles.,海滩上排列着光滑的鹅卵石。,鹅卵石；木瓦；屋顶板
012367,shingle,2,The doctor diagnosed her with shingles.,医生诊断她患了带状疱疹。,带状疱疹
012367,shingle,3,He used shingles to repair the roof of the old house.,他用木瓦来修理那座老房子的屋顶。,木瓦；屋顶板
012368,shining,1,The sun was shining brightly in the sky.,太阳在天空中明亮地照耀着。,照耀；发光
012368,shining,2,Her eyes were shining with excitement.,她的眼睛因兴奋而闪闪发光。,闪烁；发亮
012368,shining,3,The shining stars filled the night sky.,闪烁的星星布满了夜空。,闪耀的；发光的
012369,shiny,1,The new car has a shiny paint job.,这辆新车有闪亮的喷漆。,闪亮的
012369,shiny,2,Her shiny hair caught everyone\'s attention.,她闪亮的头发吸引了每个人的注意。,闪亮的
012369,shiny,3,The shiny stars twinkled in the night sky.,闪亮的星星在夜空中闪烁。,闪亮的
012370,ship,1,The ship sailed across the ocean.,这艘船驶过了海洋。,船
012370,ship,2,They will ship the goods to you tomorrow.,他们明天会把货物运送给你。,运输；运送
012370,ship,3,He works on a passenger ship.,他在一艘客船上工作。,船
012371,shipment,1,The shipment of goods arrived at the port yesterday.,这批货物昨天运抵港口。,运输的货物
012371,shipment,2,We are waiting for the next shipment of raw materials.,我们正在等待下一批原材料的装运。,装运
012371,shipment,3,The shipment was delayed due to bad weather.,由于恶劣天气，这批货物的运输被延误了。,运输
012372,shipping,1,The shipping cost is included in the price.,运输成本包含在价格里。,运输；航运
012372,shipping,2,The company is involved in international shipping.,这家公司从事国际航运业务。,航运
012372,shipping,3,We need to check the shipping details before sending the package.,在发送包裹之前，我们需要检查运输细节。,运输；发货
012373,shipwreck,1,The ship was lost in a shipwreck off the coast.,这艘船在海岸附近遭遇海难失踪了。,海难；船只失事
012373,shipwreck,2,They managed to survive the shipwreck and were rescued after several days.,他们在船只失事中幸存下来，几天后获救。,船只失事；海难
012373,shipwreck,3,The story of the shipwreck has fascinated historians for years.,多年来，这次海难的故事一直令历史学家着迷。,海难
012374,shipyard,1,The old shipyard was closed down last year.,这家老造船厂去年关闭了。,造船厂
012374,shipyard,2,He got a job in the local shipyard after graduation.,毕业后他在当地的造船厂找到了一份工作。,造船厂
012374,shipyard,3,The new shipyard is equipped with advanced facilities.,新的造船厂配备了先进的设施。,造船厂
012375,shirt,1,He wore a white shirt to the party.,他穿着一件白色的衬衫去参加聚会。,衬衫
012375,shirt,2,I need to buy a new shirt for work.,我需要为工作买一件新衬衫。,衬衫
012375,shirt,3,The shirt has a button missing.,这件衬衫少了一颗扣子。,衬衫
012376,shit,1,"Oh, shit! I forgot my keys.",哦，糟糕！我忘了带钥匙。,表示愤怒、沮丧或惊讶
012376,shit,2,You\'re talking shit.,你在胡说八道。,无意义的话；废话
012376,shit,3,This job is a shit one.,这份工作糟透了。,糟糕的；讨厌的
012377,shiver,1,I shiver whenever I think of that terrifying experience.,每当我想起那次可怕的经历，我就颤抖。,颤抖；哆嗦
012377,shiver,2,The cold wind made her shiver uncontrollably.,寒风使她无法控制地颤抖。,因寒冷或恐惧而颤抖
012377,shiver,3,He shivered at the sound of the howling wolves.,听到狼的嚎叫声他颤抖了。,（因害怕）颤抖
012378,shock,1,The news of his death came as a shock to us all.,他去世的消息令我们所有人感到震惊。,震惊；令人震惊的事
012378,shock,2,She got an electric shock when she touched the wire.,当她触碰电线时，她触电了。,电击
012378,shock,3,The shock of the explosion could be felt miles away.,爆炸的冲击力在数英里之外都能感受到。,震动；冲击
012379,shocked,1,I was shocked when I heard the news.,当我听到这个消息时我很震惊。,感到震惊
012379,shocked,2,The villagers were shocked by the sudden flood.,突如其来的洪水让村民们震惊不已。,被\...震惊
012379,shocked,3,She looked shocked at his behavior.,她看上去对他的行为感到震惊。,看起来震惊
012380,shocking,1,The news of the accident was shocking.,事故的消息令人震惊。,令人震惊的
012380,shocking,2,Her behavior was shocking to everyone.,她的行为让所有人都感到震惊。,令人震惊的
012380,shocking,3,The level of corruption was shocking.,腐败程度令人震惊。,令人震惊的
012381,shockingly,1,"Shockingly, he failed the exam despite all his efforts.",令人震惊的是，尽管他付出了一切努力，但考试还是失败了。,令人震惊地
012381,shockingly,2,The crime rate in this area is shockingly high.,该地区的犯罪率高得惊人。,惊人地
012381,shockingly,3,"Shockingly, she quit her well-paid job without a second thought.",令人震惊的是，她毫不犹豫地辞去了高薪工作。,令人吃惊地
012382,shoddy,1,The workmanship of this shirt is shoddy.,这件衬衫的做工很粗劣。,劣质的；粗制滥造的
012382,shoddy,2,He was accused of selling shoddy goods.,他被指控销售伪劣商品。,劣质的；假冒的
012382,shoddy,3,The building was constructed with shoddy materials.,该建筑是用劣质材料建造的。,劣质的；质量差的
012383,shoe,1,I need to buy a new pair of shoes for the party.,我需要为聚会买一双新鞋。,鞋
012383,shoe,2,She took off her shoes and relaxed on the sofa.,她脱掉鞋子，在沙发上休息。,鞋
012383,shoe,3,The horse lost a shoe during the race.,这匹马在比赛中丢了一只蹄子。,蹄铁
012384,shoot,1,He aimed and shot the target accurately.,他准确地瞄准并射击了目标。,射击；开枪
012384,shoot,2,The plant is shooting up rapidly.,该植物正在迅速生长。,迅速生长；发芽
012384,shoot,3,The movie was shooting in a small town.,这部电影是在一个小镇拍摄的。,拍摄；摄影
012385,shooter,1,The police are looking for the shooter who committed the crime.,警方正在寻找犯罪的枪手。,枪手；射击者
012385,shooter,2,He is a talented shooter in the basketball team.,他是篮球队里的天才射手。,投篮手；射手
012385,shooter,3,The hunter is a skilled shooter of wild animals.,猎人是野生动物的熟练射击者。,射手；射击者
012386,shooting,1,The police are investigating the shooting that occurred last night.,警方正在调查昨晚发生的枪击事件。,枪击（事件）
012386,shooting,2,She enjoys shooting photos during her travels.,她喜欢在旅行期间拍摄照片。,拍摄
012386,shooting,3,The basketball player made a perfect shooting and scored.,篮球运动员完美投篮得分。,投篮
012387,shop,1,I\'m going to the shop to buy some bread.,我要去商店买一些面包。,商店
012387,shop,2,She shops online every week.,她每周都会网上购物。,购物
012387,shop,3,The local shop sells all kinds of fruits.,当地的商店出售各种水果。,商店
012388,shopkeeper,1,The shopkeeper greeted me warmly when I entered the store.,当我进店的时候，店主很热情地跟我打招呼。,店主
012388,shopkeeper,2,The shopkeeper is very busy during the holiday season.,假期期间店主很忙。,店主
012388,shopkeeper,3,I had a pleasant conversation with the shopkeeper about the new products.,我和店主就新产品进行了愉快的交谈。,店主
012389,shoplifting,1,The teenager was caught shoplifting at the local supermarket.,这名少年在当地超市行窃时被捕。,在商店行窃
012389,shoplifting,2,Shoplifting has become a serious problem in this shopping district.,入店行窃已成为这个购物区的一个严重问题。,入店行窃
012389,shoplifting,3,She was arrested for shoplifting a pair of earrings.,她因在商店盗窃一对耳环而被捕。,商店扒窃
012390,shopper,1,The shopper was looking for a new dress in the mall.,购物者正在商场里寻找一件新衣服。,购物者
012390,shopper,2,The supermarket was crowded with shoppers on weekends.,周末超市里挤满了购物的人。,购物者
012390,shopper,3,The experienced shopper knew exactly where to find the best deals.,经验丰富的购物者清楚地知道在哪里可以找到最优惠的价格。,购物者
012391,shopping,1,I enjoy shopping on weekends.,我喜欢周末购物。,购物
012391,shopping,2,She does a lot of shopping online.,她经常在网上购物。,购物
012391,shopping,3,Shopping for clothes can be fun.,买衣服可以很有趣。,购物
012392,shore,1,The waves crashed against the shore.,海浪拍打着海岸。,海岸；海滨
012392,shore,2,They swam to the shore.,他们游到了岸边。,岸；岸边
012392,shore,3,The boat was pulled up onto the shore.,船被拉到岸边。,岸；陆地
012393,shoreline,1,The waves crashed against the shoreline.,海浪拍打着海岸线。,海岸线
012393,shoreline,2,They built a house near the shoreline to enjoy the ocean view.,他们在靠近海岸线的地方建了一座房子来欣赏海景。,海岸线
012393,shoreline,3,The erosion of the shoreline is a serious environmental problem.,海岸线的侵蚀是一个严重的环境问题。,海岸线
012394,short,1,He is short for his age.,就他的年龄而言，他身材矮小。,矮的；短的
012394,short,2,I have a short break at noon.,中午我有一个短暂的休息时间。,短暂的
012394,short,3,The skirt is too short for me.,裙子对我来说太短了。,短的
012395,shortage,1,There is a shortage of food in the disaster area.,灾区粮食短缺。,短缺
012395,shortage,2,The company is facing a shortage of skilled workers.,该公司正面临技术工人短缺的问题。,短缺
012395,shortage,3,A shortage of water has affected the crops.,缺水影响了农作物。,短缺
012396,shortcoming,1,One of his major shortcomings is his lack of patience.,他的一大缺点是缺乏耐心。,缺点；短处
