id,word,pos,uk,us,meaning,file
016211,soundtrack,n.,ˈsaʊnd.træk,ˈsaʊnd.træk,n.声带；（电影或电视的）配音，音带；（书的）配乐；（尤指电影的）原声音乐专辑,C:\GTT\EnglishDB\Words\s\soundtrack.md
016212,shimmering,adj.,ˈʃɪmərɪŋ,ˈʃɪmərɪŋ,adj.闪烁的，闪耀的；v.闪烁，闪耀（shimmer 的现在分词形式）,C:\GTT\EnglishDB\Words\s\shimmering.md
016213,self-efficacy,,ˌself.iˈfɪs.ə.si,ˌsɛlf.ɪˈfɪs.ə.si,自我效能感，指个体对自己执行某一行为以达成特定目标的能力的信心或信念程度,C:\GTT\EnglishDB\Words\s\self-efficacy.md
016214,suspended,adj.,sə\'spendɪd,sə\'spɛndɪd,adj. 暂停的；中止的；悬而未决的；被暂停职务的（常用作后置定语）,C:\GTT\EnglishDB\Words\s\suspended.md
016215,altered,adj.,ˈɔːltəd,ˈɔːltɚd,adj.改变的；变更了的；v.改变；更改（alter的过去式和过去分词形式）,C:\GTT\EnglishDB\Words\a\altered.md
016216,frying,n.,ˈfraɪɪŋ,ˈfraɪɪŋ,n.煎炸食物；炸食；油炸食品；油炸的食物；烹调方法之一，将食物置于热油中烹调。adj.正在油炸中的；被油炸过的。,C:\GTT\EnglishDB\Words\f\frying.md
016217,short-lived,,ˈʃɔːt.lɪvd,ˈʃɔrt.lɪvd,形容词，意思是寿命短的，存在时间不长的,C:\GTT\EnglishDB\Words\s\short-lived.md
016218,re-establish,,ˌriːɪˈstæb.lɪʃ,ˌriːɪˈstæb.ə.lɪʃ,重新建立，恢复,C:\GTT\EnglishDB\Words\r\re-establish.md
016219,twenty-three,num.,ˈtwentɪ-ˈθriː,ˈtwɛnti-ˈθriː,num.二十三，二十加三的数目,C:\GTT\EnglishDB\Words\t\twenty-three.md
016220,promised,v.,ˈprɒmɪst,ˈprɑːmɪst,v.答应;承诺（promise 的过去式及过去分词形式）,C:\GTT\EnglishDB\Words\p\promised.md
016221,congratulations,n.,kəngrə\'tjuːleɪʃənz,kənˌgrætʃuˈleɪʃənz,n.祝贺，恭喜（常用复数形式）,C:\GTT\EnglishDB\Words\c\congratulations.md
016222,thriving,,ˈθraɪvɪŋ,ˈθraɪvɪŋ,繁荣的，兴旺的；精力充沛的；健康的,C:\GTT\EnglishDB\Words\t\thriving.md
016223,displaced,adj.,dɪsˈpleɪst,dɪsˈpleɪst,adj.被取代的；被移位的；失所的；n.移民；流离失所的人；v.使\...移位；使\...失去位置（displace的过去式和过去分词形式）,C:\GTT\EnglishDB\Words\d\displaced.md
016224,mashed,adj.,mæʃt,mæʃt,adj. 捣碎的，压碎的；糊状的；喝醉的 v. 捣碎（mash的过去式和过去分词）,C:\GTT\EnglishDB\Words\m\mashed.md
016225,styling,n.,ˈstaɪlɪŋ,ˈstaɪlɪŋ,n. 造型；设计；风格化；样式 vt. 使具有某种风格（style的现在分词）,C:\GTT\EnglishDB\Words\s\styling.md
016226,mantra,n.,ˈmæntrə,ˈmæntrə,"n.咒语,颂歌,口头禅",C:\GTT\EnglishDB\Words\m\mantra.md
016227,imagined,v.,ɪˈmædʒɪnd,ɪˈmædʒɪnd,v.想象，设想（imagine的过去分词）,C:\GTT\EnglishDB\Words\i\imagined.md
016228,DJ,,ˌdiː ˈdʒeɪ,ˌdiː ˈdʒeɪ,DJ是Disc Jockey的缩写，指的是唱片骑师，通常是指在电台、夜店或派对上播放和混合音乐的人。他们通过选择和播放音乐来娱乐听众或观众，有时还会进行即兴的混音和创作。,C:\GTT\EnglishDB\Words\d\dj.md
016229,proactive,adj.,prəʊˈæktɪv,proʊˈæktɪv,adj. 积极主动的；前摄的；先发制人的,C:\GTT\EnglishDB\Words\p\proactive.md
016230,two-hour,adj.,tuː ˈaʊə,tu ˈaʊər,adj. 两小时的；持续两小时的,C:\GTT\EnglishDB\Words\t\two-hour.md
016231,psychosocial,adj.,ˌsaɪkəʊˈsəʊʃl,ˌsaɪkoʊˈsoʊʃl,adj. 社会心理的；心理社会学的；社会心理学的,C:\GTT\EnglishDB\Words\p\psychosocial.md
016232,coordinated,adj.,kəʊˈɔː.dɪ.neɪ.tɪd,koʊˈɔːr.də.neɪ.tɪd,adj.协调的，配合的；（行动、活动）有组织的，有计划的；（服装、颜色等）搭配得当的,C:\GTT\EnglishDB\Words\c\coordinated.md
016233,self-defense,n.,ˌself dɪˈfens,ˌsɛlf dɪˈfɛns,n. 自卫；自我防卫,C:\GTT\EnglishDB\Words\s\self-defense.md
016234,in-house,adj.,ɪn haʊs,ɪn haʊs,adj. 内部的；公司内部的；机构内部的 adv. 在公司内部；在机构内部,C:\GTT\EnglishDB\Words\i\in-house.md
016235,self-interest,n.,ˌself ˈɪntrəst,,n. 利己主义，自私自利；个人利益,C:\GTT\EnglishDB\Words\s\self-interest.md
016236,shredded,adj.,ʃredɪd,ʃredɪd,adj. 撕碎的，切碎的；切成细条的（shred 的过去分词形式）,C:\GTT\EnglishDB\Words\s\shredded.md
016237,purchasing,n.,ˈpɜːtʃəsɪŋ,ˈpɜːrtʃəsɪŋ,n. 采购；购买行为；采购部 vi. 购买（purchase的ing形式）,C:\GTT\EnglishDB\Words\p\purchasing.md
016238,Hungarian,,hʌŋˈɡɛːrɪən,hʌŋˈɡeriən,匈牙利的；匈牙利人；匈牙利语；n. 匈牙利人；匈牙利语,C:\GTT\EnglishDB\Words\h\hungarian.md
016239,minced,adj.,mɪnst,mɪnst,adj.切碎的，剁碎的；n.切碎的蔬菜或肉（常用复数形式）,C:\GTT\EnglishDB\Words\m\minced.md
016240,re-elect,vt.,ˌriːɪˈlɛkt,ˌriːɪˈlɛkt,vt. 重新选举；再次推选,C:\GTT\EnglishDB\Words\r\re-elect.md
016241,hip-hop,n.,hɪp hɒp,hɪp hɑːp,n. 嘻哈音乐，起源于20世纪70年代的美国黑人社区，结合了说唱、节奏布鲁斯、DJ技巧和街舞等元素。,C:\GTT\EnglishDB\Words\h\hip-hop.md
016242,cost-effective,adj.,ˌkɒst ɪˈfɛktɪv,,adj. 成本效益好的；划算的；有成本效益的,C:\GTT\EnglishDB\Words\c\cost-effective.md
016243,three-day,adj.,θriː deɪ,θri deɪ,adj. 三天的；持续三天的,C:\GTT\EnglishDB\Words\t\three-day.md
016244,Colombian,adj.,kəˈlɒmbiən,koʊlˈɑmbiən,adj.哥伦比亚的;哥伦比亚人的 n.哥伦比亚人,C:\GTT\EnglishDB\Words\c\colombian.md
016245,unresolved,adj.,ˌʌnrɪˈzɒlvd,ˌʌnrɪˈzɑːlvd,adj.未解决的；未分解的；未解答的；未决定的,C:\GTT\EnglishDB\Words\u\unresolved.md
016246,first-round,n.,fɜːrst raʊnd,fɜːrst raʊnd,n. 第一轮；首轮；初赛,C:\GTT\EnglishDB\Words\f\first-round.md
016247,rebuilding,n.,ˌriːˈbɪldɪŋ,ˌriːˈbɪldɪŋ,n. 重建，再建；重建物；重建工作,C:\GTT\EnglishDB\Words\r\rebuilding.md
016248,disproportionate,adj.,ˌdɪsprəˈpɔːrʃənət,ˌdɪsprəˈpɔːrʃənət,adj.不成比例的；不相称的；过度的,C:\GTT\EnglishDB\Words\d\disproportionate.md
016249,All-American,adj.,ɔːl ə\'mɛrɪkən,ɔl ə\'mɛrɪkən,adj. 全美的；典型的美国式的；n. 全美运动员；全美大学生；全美明星,C:\GTT\EnglishDB\Words\a\all-american.md
016250,two-story,adj.,tuː ˈstɔːri,tu ˈstɔri,adj. 两层的；两层楼的,C:\GTT\EnglishDB\Words\t\two-story.md
016251,tofu,n.,ˈtəʊfuː,ˈtoʊfuː,n.豆腐（一种由大豆制成的食品，常用于亚洲菜肴中）,C:\GTT\EnglishDB\Words\t\tofu.md
016252,abuser,n.,əˈbjuːzə,əˈbjuzər,n. 滥用者；虐待者；使用者,C:\GTT\EnglishDB\Words\a\abuser.md
016253,brother-in-law,n.,ˈbrʌðər ɪn lɔː,ˈbrʌðər ɪn lɔ,n. 姐夫；妹夫；内兄；内弟；大伯子；小叔子；大舅子；小舅子,C:\GTT\EnglishDB\Words\b\brother-in-law.md
016254,year-old,adj.,jɪər əʊld,jɪr oʊld,adj. 年龄为\...岁的（用于描述某人或某物的年龄）,C:\GTT\EnglishDB\Words\y\year-old.md
016255,trusted,adj.,ˈtrʌstɪd,ˈtrʌstɪd,adj. 被信任的，可靠的；受信赖的；被信赖的（trust的过去式和过去分词）,C:\GTT\EnglishDB\Words\t\trusted.md
016256,grieving,adj.,ˈɡriːvɪŋ,ˈɡriːvɪŋ,adj.悲伤的，悲痛的；v.感到悲痛，哀悼（grieve的现在分词形式）,C:\GTT\EnglishDB\Words\g\grieving.md
016257,Headnote,n.,ˈhɛdnəʊt,ˈhɛdnoʊt,n. 案情摘要；判例提要；（书籍或文章的）导言，前言,C:\GTT\EnglishDB\Words\h\headnote.md
016258,Belgian,adj.,ˈbɛldʒən,ˈbɛldʒən,adj.比利时的；比利时人的 n.比利时人,C:\GTT\EnglishDB\Words\b\belgian.md
016259,adrenaline,n.,əˈdrɛnəˌlaɪn,əˈdrɛnəˌlaɪn,n.肾上腺素（一种由肾上腺分泌的激素，能提高心率和血压，常用于急救和应激反应）,C:\GTT\EnglishDB\Words\a\adrenaline.md
016260,present-day,adj.,ˈpreznt deɪ,ˈprɛznt deɪ,adj. 当代的，现代的；n. 当今，现代,C:\GTT\EnglishDB\Words\p\present-day.md
016261,pleasantly,adv.,ˈplɛzntli,ˈplɛzntli,adv.愉快地；舒适地；令人满意地,C:\GTT\EnglishDB\Words\p\pleasantly.md
016262,Kuwaiti,n.,kʊˈweɪti,kʊˈweɪti,"n.科威特人 adj.科威特的,科威特人的",C:\GTT\EnglishDB\Words\k\kuwaiti.md
016263,Pentagon,n.,ˈpentəɡɒn,ˈpɛntəɡɑn,n.五角大楼（美国国防部的办公大楼）；五边形,C:\GTT\EnglishDB\Words\p\pentagon.md
016264,cellphone,n.,ˈsel.foʊn,ˈsɛl.foʊn,n. 手机，移动电话,C:\GTT\EnglishDB\Words\c\cellphone.md
016265,dues,n.,djuːz,duːz,n.会费；税款；应付款项（due的复数形式）,C:\GTT\EnglishDB\Words\d\dues.md
016266,Austrian,adj.,ˈɒstriən,ˈɔːstriən,adj.奥地利的;奥地利人的;奥地利文化的 n.奥地利人,C:\GTT\EnglishDB\Words\a\austrian.md
016267,folded,adj.,ˈfəʊldɪd,ˈfoʊldɪd,adj. 折叠的；折起的；有折痕的,C:\GTT\EnglishDB\Words\f\folded.md
016268,makeover,n.,ˈmeɪkˌoʊvə,ˈmeɪkoʊvər,n. 改造；改头换面；美容,C:\GTT\EnglishDB\Words\m\makeover.md
016269,nation-state,n.,ˈneɪʃən steɪt,ˈneɪʃən steɪt,n. 民族国家；国家,C:\GTT\EnglishDB\Words\n\nation-state.md
016270,Ethiopian,adj.,ˌiːθiˈəʊpiən,ˌiːθiˈoʊpiən,adj.埃塞俄比亚的;埃塞俄比亚人的;埃塞俄比亚文化的 n.埃塞俄比亚人,C:\GTT\EnglishDB\Words\e\ethiopian.md
016271,modern-day,adj.,ˈmɒdən deɪ,ˈmɑːdərn deɪ,adj. 现代的；当代的；现代化的,C:\GTT\EnglishDB\Words\m\modern-day.md
016272,blue-collar,adj.,ˌbluː ˈkɒlə,ˌbluː ˈkɑːlər,adj.蓝领的；蓝领阶层的 n.蓝领工人,C:\GTT\EnglishDB\Words\b\blue-collar.md
016273,bewildered,adj.,bɪˈwɪldəd,bɪˈwɪldərd,adj. 困惑的，不知所措的；被迷惑的,C:\GTT\EnglishDB\Words\b\bewildered.md
016274,anti-semitism,n.,ˈæntiˌsɛmɪˌtɪzəm,ˈæntiˌsɛmɪˌtɪzəm,n. 反犹太主义，对犹太人的偏见或歧视,C:\GTT\EnglishDB\Words\a\anti-semitism.md
016275,defeated,adj.,dɪˈfiːtɪd,dɪˈfitɪd,adj. 被击败的；战败的；受挫的；失望的,C:\GTT\EnglishDB\Words\d\defeated.md
016276,cover-up,n.,\'kʌvər ʌp,\'kʌvər ʌp,n. 掩盖，掩饰；掩饰真相的事物；vt. 掩盖，掩饰；vi. 掩盖，掩饰,C:\GTT\EnglishDB\Words\c\cover-up.md
016277,Yugoslav,n.,juːɡəʊslɑːv,juːɡoʊslɑːv,n.南斯拉夫（前南斯拉夫社会主义联邦共和国的简称，现已解体）,C:\GTT\EnglishDB\Words\y\yugoslav.md
016278,Mormon,n.,ˈmɔːrmən,ˈmɔːrmən,n.摩门教徒（指信仰摩门教的人）；摩门教（基督教的一个分支，主要在美国犹他州）,C:\GTT\EnglishDB\Words\m\mormon.md
016279,small-town,adj.,smɔːl taʊn,smɔl taʊn,adj.小城镇的；小城市的；小地方的；小社区的,C:\GTT\EnglishDB\Words\s\small-town.md
016280,investing,n.,ɪnˈvestɪŋ,ɪnˈvɛstɪŋ,n. 投资；投入（invest的ing形式）,C:\GTT\EnglishDB\Words\i\investing.md
016281,life-threatening,adj.,laɪf ˈθretnɪŋ,laɪf ˈθrɛtnɪŋ,adj. 危及生命的，威胁生命的,C:\GTT\EnglishDB\Words\l\life-threatening.md
016282,tutoring,n.,ˈtjuːtərɪŋ,ˈtuːtərɪŋ,n.辅导，指导；教学，讲授,C:\GTT\EnglishDB\Words\t\tutoring.md
016283,Ukrainian,adj.,juːˈkreɪniən,juːˈkreɪniən,adj.乌克兰的；乌克兰人的 n.乌克兰人；乌克兰语,C:\GTT\EnglishDB\Words\u\ukrainian.md
016284,Peruvian,adj.,pəˈruːviən,pəˈruviən,adj.秘鲁的;秘鲁人的 n.秘鲁人,C:\GTT\EnglishDB\Words\p\peruvian.md
016285,backcountry,n.,ˈbækˌkʌntri,ˈbækˌkʌntri,n. 偏远地区，边远乡村；（尤指）未开发地区,C:\GTT\EnglishDB\Words\b\backcountry.md
016286,Emmy,n.,ˈɛmi,ˈɛmi,n. 艾美奖（美国电视界的最高奖项）,C:\GTT\EnglishDB\Words\e\emmy.md
016287,mussels,n.,ˈmʌsəlz,ˈmʌsəlz,n. 贻贝（mussel 的复数形式）；淡菜（一种双壳类软体动物）,C:\GTT\EnglishDB\Words\m\mussels.md
016288,wrinkled,adj.,ˈrɪŋkəld,ˈrɪŋkəld,adj. 有皱纹的；起皱的；有褶的；（脸）有皱纹的；（皮肤）松弛的；（水果或蔬菜）干瘪的；（声音）颤抖的；（思想）陈旧的；（计划）过时的,C:\GTT\EnglishDB\Words\w\wrinkled.md
016289,funded,adj.,ˈfʌndɪd,ˈfʌndɪd,adj. 已获得资金的；有基金的；有资助的（fund的过去分词形式）,C:\GTT\EnglishDB\Words\f\funded.md
016290,twentieth-century,adj.,ˈtwentiəθ ˈsentʃəri,,adj. 20世纪的；20世纪风格的,C:\GTT\EnglishDB\Words\t\twentieth-century.md
016291,at-risk,adj.,æt rɪsk,æt rɪsk,adj. 有风险的，处于危险中的；n. 处于危险中的人或物,C:\GTT\EnglishDB\Words\a\at-risk.md
016292,oversized,adj.,ˌəʊvərˈsaɪzd,ˌoʊvərˈsaɪzd,adj. 特大的；过大的；尺寸过大的,C:\GTT\EnglishDB\Words\o\oversized.md
016293,privatize,vt.,ˈprɪvətaɪz,ˈprɪvətaɪz,vt.使私有化，使归私有,C:\GTT\EnglishDB\Words\p\privatize.md
016294,Jordanian,adj.,dʒɔːrˈdeɪniən,dʒɔːrˈdeɪniən,adj.约旦的；约旦人的 n.约旦人,C:\GTT\EnglishDB\Words\j\jordanian.md
016295,specified,adj.,ˈspesɪfaɪd,ˈspɛsɪfaɪd,adj. 指定的；详细说明的；明确的,C:\GTT\EnglishDB\Words\s\specified.md
016296,co-star,n.,ˌkəʊˈstɑː,ˌkoʊˈstɑr,n. 联合主演；v. 与\...联合主演,C:\GTT\EnglishDB\Words\c\co-star.md
016297,Islamist,n.,ˈɪsləmɪst,ˈɪsləmɪst,n.伊斯兰主义者，伊斯兰教信徒；adj.伊斯兰主义的，伊斯兰教的,C:\GTT\EnglishDB\Words\i\islamist.md
016298,staffing,n.,ˈstæfɪŋ,ˈstæfɪŋ,n. 人员配备，员工配置；（尤指）招聘,C:\GTT\EnglishDB\Words\s\staffing.md
016299,first-class,adj.,ˌfɜːrst ˈklɑːs,ˌfɜːrst ˈklæs,adj. 头等的，一流的；最高级的；n. 头等舱；一流水平,C:\GTT\EnglishDB\Words\f\first-class.md
016300,ATM,n.,ˌeɪ tiː ˈɛm,ˌeɪ tiː ˈɛm,n.自动取款机（Automated Teller Machine的缩写）,C:\GTT\EnglishDB\Words\a\atm.md
016301,escalating,adj.,ˈeskəleɪtɪŋ,ˈɛskəˌleɪtɪŋ,adj. 逐步升级的，不断加剧的；v. 逐步增强，逐步升级（escalate的现在分词形式）,C:\GTT\EnglishDB\Words\e\escalating.md
016302,far-reaching,adj.,ˌfɑːr ˈriːtʃɪŋ,,adj. 深远的，影响深远的；广泛的,C:\GTT\EnglishDB\Words\f\far-reaching.md
016303,dwindling,adj.,ˈdwɪndlɪŋ,ˈdwɪndlɪŋ,adj.逐渐缩小的；逐渐减少的 vi.逐渐减少；逐渐变小,C:\GTT\EnglishDB\Words\d\dwindling.md
016304,front-runner,n.,frʌnt ˈrʌnə(r),frʌnt ˈrʌnər,n. 领先者；领跑者；（尤指政治竞选中）最有希望的获胜者,C:\GTT\EnglishDB\Words\f\front-runner.md
016305,syndicated,adj.,ˈsɪndɪkeɪtɪd,ˈsɪndɪkeɪtɪd,adj. 被辛迪加化的；被联合组织的 v. 使加入辛迪加；使联合组织（syndicate的过去分词）,C:\GTT\EnglishDB\Words\s\syndicated.md
016306,Nigerian,adj.,naɪˈdʒɪəriən,naɪˈdʒɪriən,adj. 尼日利亚的；尼日利亚人的 n. 尼日利亚人,C:\GTT\EnglishDB\Words\n\nigerian.md
016307,specificity,n.,spɛsɪ\'fɪsɪti,spɛsɪ\'fɪsɪti,n. 特性；专一性；特征；具体性,C:\GTT\EnglishDB\Words\s\specificity.md
016308,Taiwanese,n.,ˌtaɪwəˈniːz,ˌtaɪwəˈniːz,n. 台湾人；台湾话 adj. 台湾的；台湾人的,C:\GTT\EnglishDB\Words\t\taiwanese.md
016309,veggie,n.,ˈvedʒi,ˈvedʒi,n. 蔬菜（尤指蔬菜沙拉中的蔬菜）；素食者（非正式）,C:\GTT\EnglishDB\Words\v\veggie.md
016310,overlapping,adj.,ˌəʊvərˈlæpɪŋ,ˌoʊvərˈlæpɪŋ,adj.重叠的；交错的 v.重叠；部分重叠（overlap的现在分词形式）,C:\GTT\EnglishDB\Words\o\overlapping.md
016311,steaming,adj.,ˈstiːmɪŋ,ˈstimɪŋ,adj. 热气腾腾的；冒热气的；蒸蒸日上的；充满活力的；v. 冒蒸汽（steam 的现在分词）,C:\GTT\EnglishDB\Words\s\steaming.md
016312,Argentine,adj.,ˈɑːrdʒəntaɪn,ˈɑːrdʒəntaɪn,adj.阿根廷的；阿根廷人的 n.阿根廷人,C:\GTT\EnglishDB\Words\a\argentine.md
016313,multiculturalism,n.,ˌmʌltiˈkʌltʃərəlɪzəm,ˌmʌltiˈkʌltʃərəlɪzəm,n.多元文化主义;多种文化共存,C:\GTT\EnglishDB\Words\m\multiculturalism.md
016314,simulated,adj.,ˈsɪmjəleɪtɪd,ˈsɪmjəleɪtɪd,adj.模拟的；仿真的；假装的,C:\GTT\EnglishDB\Words\s\simulated.md
016315,wake-up,n.,weɪk ʌp,weɪk ʌp,n. 唤醒；觉醒；警觉；vi. 醒来；vt. 唤醒；使觉醒；使振奋,C:\GTT\EnglishDB\Words\w\wake-up.md
016316,third-party,adj.,θɜːrd-pɑːrti,θɜːrd-pɑːrti,adj. 第三方的；由第三方提供的；n. 第三方；第三方供应商,C:\GTT\EnglishDB\Words\t\third-party.md
016317,institutionalize,vt.,ˌɪnstɪˈtjuːʃənəlaɪz,ˌɪnstɪˈtuːʃənəlaɪz,vt.使制度化或习俗化；使送进专门机构；使成惯例,C:\GTT\EnglishDB\Words\i\institutionalize.md
016318,shrinking,v.,ˈʃrɪŋkɪŋ,ˈʃrɪŋkɪŋ,v.收缩，缩小（shrink的现在分词形式）；退缩，畏缩,C:\GTT\EnglishDB\Words\s\shrinking.md
016319,Dane,n.,deɪn,den,n.丹麦人;丹麦语,C:\GTT\EnglishDB\Words\d\dane.md
016320,pricey,adj.,ˈpraɪsi,ˈpraɪsi,adj. 昂贵的，价格高的,C:\GTT\EnglishDB\Words\p\pricey.md
016321,censored,adj.,ˈsɛnsəd,ˈsɛnsərd,adj.被审查的，被删除的；v.审查，删除（censor的过去分词）,C:\GTT\EnglishDB\Words\c\censored.md
016322,community-based,,kəˈmjuːnɪti beɪst,,基于社区的；以社区为基础的,C:\GTT\EnglishDB\Words\c\community-based.md
016323,pertaining,vi.,pərˈteɪnɪŋ,pərˈteɪnɪŋ,vi. 属于，关于；与...有关（pertain的现在分词形式）,C:\GTT\EnglishDB\Words\p\pertaining.md
016324,unpublished,adj.,ʌnˈpʌblɪʃt,ˌʌnˈpʌblɪʃt,adj.未出版的；未发表的；未公开的,C:\GTT\EnglishDB\Words\u\unpublished.md
016325,full-scale,adj.,fʊl skeɪl,fʊl skeɪl,adj. 全面的；全尺寸的；大规模的 adv. 全面地；全尺寸地；大规模地,C:\GTT\EnglishDB\Words\f\full-scale.md
016326,homelessness,n.,ˈhəʊmlɪsnəs,ˈhoʊmlɪsnəs,n.无家可归;无家可归的状态,C:\GTT\EnglishDB\Words\h\homelessness.md
016327,cross-cultural,adj.,ˈkrɒs ˈkʌltʃərəl,,adj.跨文化的；涉及不同文化的,C:\GTT\EnglishDB\Words\c\cross-cultural.md
016328,two-day,adj.,tuː deɪ,tu deɪ,adj. 两天的；持续两天的,C:\GTT\EnglishDB\Words\t\two-day.md
016329,re-examine,vt.,ˌriːɪɡˈzæmɪn,ˌriːɪɡˈzæmɪn,vt. 重新检查；再考虑；再考试,C:\GTT\EnglishDB\Words\r\re-examine.md
016330,Croatian,n.,krəʊˈeɪʃn,kroʊˈeɪʃn,n.克罗地亚人；克罗地亚语 adj.克罗地亚的；克罗地亚人的；克罗地亚语的,C:\GTT\EnglishDB\Words\c\croatian.md
016331,Anglo,n.,ˈæŋɡloʊ,ˈæŋɡloʊ,n. 盎格鲁人（指英国人或英裔美国人）；adj. 盎格鲁的，英国的,C:\GTT\EnglishDB\Words\a\anglo.md
016332,six-month,n.,sɪks mʌnθ,sɪks mʌnθ,n. 六个月的时间,C:\GTT\EnglishDB\Words\s\six-month.md
016333,pro-life,adj.,proʊ laɪf,proʊ laɪf,adj. 支持生命的，反对堕胎的；n. 反对堕胎者,C:\GTT\EnglishDB\Words\p\pro-life.md
016334,ex-husband,n.,ˌɛks ˈhʌzbənd,ˌɛks ˈhʌzbənd,n.前夫,C:\GTT\EnglishDB\Words\e\ex-husband.md
016335,quicker,adj.,ˈkwɪkə(r),ˈkwɪkər,adj. 更快的；更迅速的,C:\GTT\EnglishDB\Words\q\quicker.md
016336,ASCII,n.,ˈæski,ˈæski,n. 美国信息交换标准代码（American Standard Code for Information Interchange），是一种用于计算机和通信设备的字符编码标准，用于表示文本字符和控制字符。,C:\GTT\EnglishDB\Words\a\ascii.md
016337,seventy-five,num.,\'sev(ə)nti faɪv,,num.七十五,C:\GTT\EnglishDB\Words\s\seventy-five.md
016338,after-school,adj.,ˈɑːftər skuːl,ˈæftər skuːl,adj. 课后的；课外活动的 n. 课后活动,C:\GTT\EnglishDB\Words\a\after-school.md
016339,menacing,adj.,ˈmenəsɪŋ,ˈmɛnəsɪŋ,adj. 威胁的；险恶的；不祥的,C:\GTT\EnglishDB\Words\m\menacing.md
016340,debilitating,adj.,dɪˈbɪlɪteɪtɪŋ,dɪˈbɪlɪteɪtɪŋ,adj. 使衰弱的，使虚弱的；使丧失能力的,C:\GTT\EnglishDB\Words\d\debilitating.md
016341,patterned,adj.,ˈpætənd,ˈpætərnd,adj.有图案的；有花纹的；有格子的；有模式的,C:\GTT\EnglishDB\Words\p\patterned.md
016342,targeted,adj.,ˈtɑːɡɪtɪd,ˈtɑːrɡɪtɪd,adj.有针对性的；目标明确的；定向的,C:\GTT\EnglishDB\Words\t\targeted.md
016343,crumbling,adj.,ˈkrʌmb(ə)lɪŋ,ˈkrʌmb(ə)lɪŋ,adj. 正在崩溃的；正在倒塌的；正在瓦解的 vi. 崩溃；倒塌；瓦解（crumble 的现在分词形式）,C:\GTT\EnglishDB\Words\c\crumbling.md
016344,songwriter,n.,ˈsəʊŋraɪtə,ˈsoʊŋraɪtər,n. 歌曲作者，词曲作者,C:\GTT\EnglishDB\Words\s\songwriter.md
016345,waking,n.,ˈweɪkɪŋ,ˈweɪkɪŋ,n.醒着；清醒的时间 adj.醒着的；意识到的 v.醒来，唤醒（wake的现在分词形式）,C:\GTT\EnglishDB\Words\w\waking.md
016346,toasted,adj.,ˈtəʊstɪd,ˈtoʊstɪd,"adj.烤过的, 烤熟的；被痛打的，被彻底击败的",C:\GTT\EnglishDB\Words\t\toasted.md
016347,big-time,adj.,ˈbɪɡ ˈtaɪm,ˈbɪɡ ˈtaɪm,adj.重要的;一流的;n.极好的人或事物;adv.非常;极其,C:\GTT\EnglishDB\Words\b\big-time.md
016348,acclaimed,,əˈkleɪmd,əˈkleɪmd,被欢呼的；受称赞的；获得赞誉的,C:\GTT\EnglishDB\Words\a\acclaimed.md
